fileName,fileHash,encryptedFileHash,fileSize,fileLocation
input.txt,3e668513be818d4aa59be629426e4b45e37c29effa8dd74ac2480d11635c31d1,2c8d6535d0c42dc26159b7e0e295efcef4b5021fc2b9c205176fd1fb549272eb,59,/home/swapnilm/Project/node-encryption/input.txt
